,userID,date,bicycleTime
224,USER3,2019-04-30,0.0
225,USER3,2019-05-01,0.0
226,USER3,2019-05-02,0.0
227,USER3,2019-05-03,396.76700000000005
228,USER3,2019-05-04,0.0
229,USER3,2019-05-05,0.0
230,USER3,2019-05-06,15.759
231,USER3,2019-04-30,0.0
232,USER3,2019-05-01,0.0
233,USER3,2019-05-02,0.0
234,USER3,2019-05-03,0.0
235,USER3,2019-05-04,0.0
236,USER3,2019-05-05,0.0
237,USER3,2019-05-06,0.0
238,USER3,2019-04-30,31.689
239,USER3,2019-05-01,826.6560000000001
240,USER3,2019-05-02,231.263
241,USER3,2019-05-03,672.948
242,USER3,2019-05-04,0.0
243,USER3,2019-05-05,0.0
244,USER3,2019-05-06,0.0
245,USER3,2019-04-30,0.0
246,USER3,2019-05-01,0.0
247,USER3,2019-05-02,0.0
248,USER3,2019-05-03,0.0
249,USER3,2019-05-04,0.0
250,USER3,2019-05-05,0.0
251,USER3,2019-05-06,0.0
252,USER3,2019-04-30,62.132999999999996
253,USER3,2019-05-01,0.0
254,USER3,2019-05-02,0.0
255,USER3,2019-05-03,60.391
256,USER3,2019-05-04,15.719
257,USER3,2019-05-05,0.0
258,USER3,2019-05-06,0.0
259,USER3,2019-04-30,772.204
260,USER3,2019-05-01,191.451
261,USER3,2019-05-02,584.6580000000001
262,USER3,2019-05-03,193.667
263,USER3,2019-05-04,489.969
264,USER3,2019-05-05,153.674
265,USER3,2019-05-06,99.367
266,USER3,2019-04-30,1455.854
267,USER3,2019-05-01,413.79200000000003
268,USER3,2019-05-02,653.19
269,USER3,2019-05-03,400.60600000000005
270,USER3,2019-05-04,89.70500000000001
271,USER3,2019-05-05,1233.99
272,USER3,2019-05-06,263.12800000000004
273,USER3,2019-04-30,0.0
274,USER3,2019-05-01,0.0
275,USER3,2019-05-02,0.0
276,USER3,2019-05-03,60.757999999999996
277,USER3,2019-05-04,0.0
278,USER3,2019-05-05,0.0
279,USER3,2019-05-06,0.0
280,USER3,2019-04-30,0.0
281,USER3,2019-05-01,37.385
282,USER3,2019-05-02,0.0
283,USER3,2019-05-03,280.42
284,USER3,2019-05-04,215.225
285,USER3,2019-05-05,0.0
286,USER3,2019-05-06,364.872
287,USER3,2019-04-30,1036.452
288,USER3,2019-05-01,171.75300000000001
289,USER3,2019-05-02,286.03000000000003
290,USER3,2019-05-03,0.0
291,USER3,2019-05-04,0.0
292,USER3,2019-05-05,76.098
293,USER3,2019-05-06,509.683
294,USER3,2019-04-30,492.448
295,USER3,2019-05-01,233.02799999999996
296,USER3,2019-05-02,31.269
297,USER3,2019-05-03,0.0
298,USER3,2019-05-04,45.597
299,USER3,2019-05-05,108.97699999999999
300,USER3,2019-05-06,44.867
301,USER3,2019-04-30,1199.7549999999999
302,USER3,2019-05-01,1684.53
303,USER3,2019-05-02,1506.026
304,USER3,2019-05-03,726.8750000000001
305,USER3,2019-05-04,222.217
306,USER3,2019-05-05,0.0
307,USER3,2019-05-06,527.661
308,USER3,2019-04-30,0.0
309,USER3,2019-05-01,1153.299
310,USER3,2019-05-02,0.0
311,USER3,2019-05-03,0.0
312,USER3,2019-05-04,0.0
313,USER3,2019-05-05,0.0
314,USER3,2019-05-06,0.0
315,USER3,2019-04-30,0.0
316,USER3,2019-05-01,125.074
317,USER3,2019-05-02,0.0
318,USER3,2019-05-03,0.0
319,USER3,2019-05-04,0.0
320,USER3,2019-05-05,0.0
321,USER3,2019-05-06,0.0
322,USER3,2019-04-30,0.0
323,USER3,2019-05-01,9.377
324,USER3,2019-05-02,0.0
325,USER3,2019-05-03,282.349
326,USER3,2019-05-04,15.159
327,USER3,2019-05-05,0.0
328,USER3,2019-05-06,30.292
329,USER3,2019-05-06,0.0
330,USER3,2019-05-01,0.0
331,USER3,2019-05-02,20.392
332,USER3,2019-05-03,0.0
333,USER3,2019-05-03,0.0
334,USER3,2019-05-03,0.0
335,USER3,2019-05-06,0.0
336,USER4,2019-05-08,520.571
337,USER4,2019-05-09,61.605000000000004
338,USER4,2019-05-10,0.0
339,USER4,2019-05-11,0.0
340,USER4,2019-05-12,0.0
341,USER4,2019-05-13,107.042
342,USER4,2019-05-14,366.1840000000001
343,USER4,2019-05-08,0.0
344,USER4,2019-05-09,0.0
345,USER4,2019-05-10,0.0
346,USER4,2019-05-11,45.706
347,USER4,2019-05-12,0.0
348,USER4,2019-05-13,0.0
349,USER4,2019-05-14,0.0
350,USER4,2019-05-08,0.0
351,USER4,2019-05-09,0.0
352,USER4,2019-05-10,48.554
353,USER4,2019-05-11,0.0
354,USER4,2019-05-12,43.159
355,USER4,2019-05-13,22.548000000000002
356,USER4,2019-05-14,87.186
357,USER4,2019-05-08,0.0
358,USER4,2019-05-09,0.0
359,USER4,2019-05-10,0.0
360,USER4,2019-05-11,45.605000000000004
361,USER4,2019-05-12,0.0
362,USER4,2019-05-13,313.792
363,USER4,2019-05-14,0.0
364,USER4,2019-05-08,6.3469999999999995
365,USER4,2019-05-09,529.5600000000001
366,USER4,2019-05-10,0.0
367,USER4,2019-05-11,0.0
368,USER4,2019-05-12,5.304
369,USER4,2019-05-13,532.115
370,USER4,2019-05-14,0.0
371,USER4,2019-05-08,0.0
372,USER4,2019-05-09,0.0
373,USER4,2019-05-10,0.0
374,USER4,2019-05-11,0.0
375,USER4,2019-05-12,0.0
376,USER4,2019-05-13,0.0
377,USER4,2019-05-14,146.088
378,USER4,2019-05-08,294.609
379,USER4,2019-05-09,127.96600000000001
380,USER4,2019-05-10,62.107
381,USER4,2019-05-11,0.0
382,USER4,2019-05-12,76.636
383,USER4,2019-05-13,133.926
384,USER4,2019-05-14,263.523
385,USER4,2019-05-08,0.0
386,USER4,2019-05-09,0.0
387,USER4,2019-05-10,0.0
388,USER4,2019-05-11,0.0
389,USER4,2019-05-12,0.0
390,USER4,2019-05-13,0.0
391,USER4,2019-05-14,0.0
392,USER4,2019-05-08,7575.656
393,USER4,2019-05-09,24.838
394,USER4,2019-05-10,23.056
395,USER4,2019-05-11,22.536
396,USER4,2019-05-12,19.755
397,USER4,2019-05-13,22.826999999999998
398,USER4,2019-05-14,43.658
399,USER4,2019-05-08,366.047
400,USER4,2019-05-09,1085.688
401,USER4,2019-05-10,0.0
402,USER4,2019-05-11,0.0
403,USER4,2019-05-12,0.0
404,USER4,2019-05-13,0.0
405,USER4,2019-05-14,0.0
406,USER5,2019-05-16,0.0
407,USER5,2019-05-17,0.0
408,USER5,2019-05-18,97.81200000000001
409,USER5,2019-05-19,0.0
410,USER5,2019-05-20,0.0
411,USER5,2019-05-21,30.945999999999998
412,USER5,2019-05-22,0.0
413,USER5,2019-05-16,0.0
414,USER5,2019-05-17,0.0
415,USER5,2019-05-18,0.0
