,userID,date,studyTime
545,USER4,2019-05-14,0.0
546,USER4,2019-05-16,665.685
547,USER4,2019-05-17,9.0
548,USER4,2019-05-19,9987.353
549,USER4,2019-05-08,0.0
550,USER4,2019-05-09,0.0
551,USER4,2019-05-10,0.0
552,USER4,2019-05-11,0.0
553,USER4,2019-05-12,0.0
554,USER4,2019-05-13,0.0
555,USER4,2019-05-14,0.0
556,USER4,2019-05-17,5.0
557,USER4,2019-05-18,30.247
558,USER4,2019-05-21,12951.752
559,USER4,2019-05-22,0.0
560,USER4,2019-05-08,0.0
561,USER4,2019-05-09,0.0
562,USER4,2019-05-10,0.0
563,USER4,2019-05-11,0.0
564,USER4,2019-05-12,0.0
565,USER4,2019-05-13,0.0
566,USER4,2019-05-14,0.0
567,USER4,2019-05-20,15775.0
568,USER4,2019-05-22,16056.0
